"Tree Level 1","Country-Code","Country","Direction","Partner-Code","Partner","Unit","Footnotes","Sources",_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021
"FDI by partner","KZ","Kazakhstan","FDI inflow","TM","Turkmenistan","EUR m","-","National Bank of Kazakhstan",0.1931894,.,-0.0281151,-0.0127468,-1.037383,-0.0332959,0.5005591,0.2929379,0.2334599,-0.9055509,0.8762399,0.3853225,0.2805453,0.1247077,1.9914748,-0.3348263,-0.1643509,-0.1322659,0.2342032
"FDI by partner","KZ","Kazakhstan","FDI inflow","TM","Turkmenistan","in % of total","-","National Bank of Kazakhstan, wiiw",0.0104205,.,-0.0017755,-0.0002549,-0.0127709,-0.0003421,0.0052709,0.0033678,0.0023376,-0.0083012,0.011278,0.0060311,0.0076665,0.0016208,0.0477293,-0.010134,-0.0056026,-0.0040997,0.0082145
"FDI by partner","KZ","Kazakhstan","FDI inflow","UA","Ukraine","EUR m","-","National Bank of Kazakhstan",1.6846471,-1.6626753,-0.3454141,-0.2135093,-1.690496,8.0779846,.,3.1244194,-0.0143668,1.9005678,-2.1484439,4.0135249,5.5062649,7.0839401,4.6582808,31.228695,5.2324321,0.7822084,6.2558466
"FDI by partner","KZ","Kazakhstan","FDI inflow","UA","Ukraine","in % of total","-","National Bank of Kazakhstan, wiiw",0.0908687,-0.0496968,-0.0218138,-0.0042688,-0.0208112,0.0830066,.,0.0359199,-0.0001439,0.0174225,-0.0276524,0.0628195,0.1504704,0.0920685,0.1116442,0.9451842,0.1783702,0.0242454,0.219418
"FDI by partner","KZ","Kazakhstan","FDI inflow","AE","United Arab Emirates","EUR m","-","National Bank of Kazakhstan",0.2047099,10.5925135,11.8701956,3.8001472,1.4421085,249.1726661,263.8771271,56.5144143,32.8258985,185.9133436,391.0499053,55.4247238,-214.535953,-41.6921368,8.8775521,178.8413053,101.2499737,122.7865796,-2.8856878
"FDI by partner","KZ","Kazakhstan","FDI inflow","AE","United Arab Emirates","in % of total","-","National Bank of Kazakhstan, wiiw",0.0110419,0.3166067,0.7496335,0.0759776,0.0177533,2.5604119,2.778637,0.6497173,0.3286844,1.7042655,5.0331559,0.8675057,-5.8626494,-0.5418638,0.2127668,5.4129057,3.4515457,3.8058987,-0.1012128
"FDI by partner","KZ","Kazakhstan","FDI inflow","GB","United Kingdom","EUR m","-","National Bank of Kazakhstan",310.8523901,442.3223424,-1339.3672615,-28.8062313,-1086.701806,530.7890951,279.465456,-6.7074485,189.6319335,-49.145588,230.391622,-593.0067651,-2370.077202,288.6025572,1510.1486208,-372.5429633,-240.0469802,203.8813615,-1241.4190205
"FDI by partner","KZ","Kazakhstan","FDI inflow","GB","United Kingdom","in % of total","-","National Bank of Kazakhstan, wiiw",16.7671672,13.2208684,-84.584498,-0.5759324,-13.378038,5.4542047,2.9427827,-0.0771121,1.898777,-0.450517,2.9653426,-9.2817201,-64.7673801,3.750906,36.1934821,-11.2755827,-8.1830453,6.3195165,-43.541623
"FDI by partner","KZ","Kazakhstan","FDI inflow","US","United States","EUR m","-","National Bank of Kazakhstan",547.7903358,445.4947849,422.3080953,873.9231218,871.852479,774.4196984,636.9650671,593.1953902,319.7308743,559.3566416,1285.4363954,2477.7770061,2153.4177648,2757.1808201,2665.838624,3484.8421255,3987.3133766,1277.0398164,1372.7055576
"FDI by partner","KZ","Kazakhstan","FDI inflow","US","United States","in % of total","-","National Bank of Kazakhstan, wiiw",29.5474394,13.3156917,26.6698457,17.4726317,10.7330968,7.9576683,6.7072683,6.8196638,3.2014525,5.1276159,16.5446958,38.7820745,58.846702,35.8344919,63.8917131,105.4740785,135.9249178,39.5831875,48.1463768
"FDI by partner","KZ","Kazakhstan","FDI inflow","UZ","Uzbekistan","EUR m","-","National Bank of Kazakhstan",0.3792893,0.1150835,-0.3759391,-2.3151421,1.8745949,0.1746334,-0.5507585,2.2072001,0.4446513,1.1358285,1.6102037,0.1640631,-5.1436308,0.2738148,6.4205148,-2.1623843,-0.1741762,-22.8522241,4.311199
"FDI by partner","KZ","Kazakhstan","FDI inflow","UZ","Uzbekistan","in % of total","-","National Bank of Kazakhstan, wiiw",0.0204586,0.0034398,-0.0237415,-0.0462874,0.0230775,0.0017945,-0.0057995,0.025375,0.0044523,0.0104121,0.0207247,0.0025679,-0.1405606,0.0035587,0.1538794,-0.0654479,-0.0059376,-0.7083286,0.1512113
"FDI by partner","KZ","Kazakhstan","FDI inflow","VG","Virgin Islands, British","EUR m","-","National Bank of Kazakhstan",15.9824356,86.1959548,196.1823547,492.3955113,1727.0827216,568.2007371,408.748116,86.8572035,186.9044035,-162.2095362,455.2246913,-365.9803352,1.6895862,-33.3240688,98.6957211,22.9097457,4.682214,-40.6564446,159.7350395
"FDI by partner","KZ","Kazakhstan","FDI inflow","VG","Virgin Islands, British","in % of total","-","National Bank of Kazakhstan, wiiw",0.8620817,2.5763686,12.3894218,9.844625,21.2615625,5.8386338,4.3041344,0.9985528,1.8714663,-1.486973,5.8591417,-5.7283107,0.0461715,-0.4331058,2.365424,0.6933985,0.1596136,-1.2601891,5.6025587
"FDI by partner","KZ","Kazakhstan","FDI inward stock","WORLD","Total by countries","EUR m","Equity + reinvestment of earnings + debt instruments - valid for all countries. From 2013 based on BPM6, directional principle. In 2011-2021 unrevised data.","National Bank of Kazakhstan",14073.1873299,16425.439074,21579.234754,24986.161776,30399.9924777,41720.4675235,50080.27167,62399.6929683,73823.8686614,80550.7532784,90255.1987139,106175.0755356,109557.5141664,123948.8012533,123260.5261764,130512.381323,133387.7823903,123406.4406092,134471.0808849
"FDI by partner","KZ","Kazakhstan","FDI inward stock","WORLD","Total by countries","in % of total","Equity + reinvestment of earnings + debt instruments - valid for all countries. From 2013 based on BPM6, directional principle. In 2011-2021 unrevised data.","National Bank of Kazakhstan, wiiw",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"FDI by partner","KZ","Kazakhstan","FDI inward stock","EU27_2020","EU - 27 countries (from 2020)","EUR m","-","National Bank of Kazakhstan",3742.0180775,4857.6904009,7682.753143,9659.3766695,13067.1073114,17053.656153,24123.5451148,32923.1380648,40223.4675176,43711.1228871,51892.3368685,66786.056149,69483.0199675,76888.6690871,68323.4725242,70789.2561745,69139.3126912,63289.2616799,68294.7366456
"FDI by partner","KZ","Kazakhstan","FDI inward stock","EU27_2020","EU - 27 countries (from 2020)","in % of total","-","National Bank of Kazakhstan, wiiw",26.5896985,29.574189,35.6025282,38.6589055,42.9839163,40.8759948,48.1697569,52.7616988,54.4857216,54.2653186,57.4951223,62.9018212,63.421501,62.032604,55.4301321,54.2394947,51.8333175,51.2852177,50.7876758
"FDI by partner","KZ","Kazakhstan","FDI inward stock","EU28_2013","EU - 28 countries (2013-2020)","EUR m","-","National Bank of Kazakhstan",5478.2362699,7080.0363636,9149.4376552,10952.6427776,13358.6716876,18781.4353489,25899.38239,34168.0010162,41550.9003292,44900.9987033,53397.2510457,69592.181498,69419.2884104,78180.682822,71937.9666451,73790.0700498,71719.0515147,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","EU28_2013","EU - 28 countries (2013-2020)","in % of total","-","National Bank of Kazakhstan, wiiw",38.9267629,43.104092,42.3992684,43.834835,43.9430098,45.0173176,51.7157386,54.7566813,56.2838294,55.7424939,59.1625212,65.544744,63.3633292,63.074981,58.3625341,56.5387508,53.7673318,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","EU15_1995","EU - 15 countries (1995-2004)","EUR m","-","National Bank of Kazakhstan",5378.1536874,6969.8850367,8978.938646,10720.0105732,13030.4841641,18237.6275936,25196.3062738,33359.4928013,40534.2169076,43736.4316357,52006.3003841,67898.4714538,68702.6336125,77246.4068033,71099.6129617,73187.8186021,70938.7464069,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","EU15_1995","EU - 15 countries (1995-2004)","in % of total","-","National Bank of Kazakhstan, wiiw",38.215605,42.4334778,41.6091615,42.9037908,42.8634454,43.713862,50.3118402,53.4609887,54.906655,54.2967382,57.6213904,63.9495391,62.7091936,62.3212214,57.6823864,56.0772992,53.1823418,.,.
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AU","Australia","EUR m","-","National Bank of Kazakhstan",0.0016004,0.9740824,-0.0151685,0.0068394,0.5208698,1.2961097,0.6956553,1.9773631,2.1877985,1.961025,3.2013249,-3.2922485,12.7738398,10.8747142,30.0340574,31.2059208,30.0991284,21.6165123,2.0153509
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AU","Australia","in % of total","-","National Bank of Kazakhstan, wiiw",1.14E-5,0.0059303,-7.03E-5,2.74E-5,0.0017134,0.0031067,0.0013891,0.0031689,0.0029635,0.0024345,0.003547,-0.0031008,0.0116595,0.0087736,0.0243663,0.0239103,0.0225651,0.0175165,0.0014987
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AT","Austria","EUR m","-","National Bank of Kazakhstan",4.903624,15.41869,65.1967461,112.8743657,1698.8305243,1662.8521583,1323.2005623,1318.5365261,1350.7319373,1345.5915949,1410.3277914,1403.8157673,929.9968757,109.1135262,102.5419076,103.6352764,120.2608299,112.5307589,72.8338059
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AT","Austria","in % of total","-","National Bank of Kazakhstan, wiiw",0.0348437,0.0938708,0.3021272,0.4517475,5.5882597,3.9856988,2.6421593,2.1130497,1.8296683,1.6704892,1.5626001,1.3221707,0.8488664,0.0880311,0.0831912,0.0794065,0.0901588,0.0911871,0.0541632
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AZ","Azerbaijan","EUR m","-","National Bank of Kazakhstan",0.0432108,0.1702993,0.0808987,0.3754069,0.9435652,5.127195,6.3773052,9.6769236,20.3825767,41.0180427,55.3450494,24.7436636,43.9502157,40.7082313,29.8605615,33.6910617,30.2982153,23.9487372,22.3126284
"FDI by partner","KZ","Kazakhstan","FDI inward stock","AZ","Azerbaijan","in % of total","-","National Bank of Kazakhstan, wiiw",0.000307,0.0010368,0.0003749,0.0015025,0.0031038,0.0122894,0.0127342,0.015508,0.0276097,0.050922,0.0613206,0.0233046,0.0401161,0.0328428,0.0242256,0.0258145,0.0227144,0.0194064,0.0165929
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BS","Bahamas","EUR m","-","National Bank of Kazakhstan",13.8714626,10.7083004,28.9920619,24.4888404,35.8186625,47.0302648,26.3024631,-15.9631112,-32.2545554,-18.0816597,-75.5110424,-166.1717917,-98.72873,-32.9714437,-29.0307988,-24.4981387,-30.5399255,18.4821238,19.698113
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BS","Bahamas","in % of total","-","National Bank of Kazakhstan, wiiw",0.0985666,0.0651934,0.1343517,0.0980096,0.1178246,0.1127271,0.0525206,-0.025582,-0.0436912,-0.0224475,-0.0836639,-0.1565073,-0.0901159,-0.0266009,-0.0235524,-0.0187707,-0.0228956,0.0149766,0.0146486
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BH","Bahrain","EUR m","-","National Bank of Kazakhstan",5.548585,5.6463015,6.2898718,7.1167724,6.994927,13.4289399,9.6241614,16.5686267,16.3945635,14.6726555,.,-2.5647461,-4.3529524,4.1523227,3.8537868,3.9340779,4.2637865,3.9831202,4.7106003
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BH","Bahrain","in % of total","-","National Bank of Kazakhstan, wiiw",0.0394266,0.0343753,0.0291478,0.0284829,0.0230096,0.0321879,0.0192175,0.0265524,0.0222077,0.0182154,.,-0.0024156,-0.0039732,0.00335,0.0031265,0.0030143,0.0031965,0.0032276,0.0035031
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BB","Barbados","EUR m","-","National Bank of Kazakhstan",10.0561102,8.7461886,27.3193133,39.176825,53.3257513,63.7256272,105.9236309,64.1393474,131.1859059,104.1610878,84.1887549,-12.4556954,.,9.7336404,8.541527,8.9113553,9.1006334,8.3069297,9.0185305
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BB","Barbados","in % of total","-","National Bank of Kazakhstan, wiiw",0.0714558,0.0532478,0.1266,0.1567941,0.1754137,0.1527443,0.2115077,0.1027879,0.1777012,0.1293111,0.0932786,-0.0117313,.,0.007853,0.0069297,0.006828,0.0068227,0.0067314,0.0067067
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BY","Belarus","EUR m","-","National Bank of Kazakhstan",0.7217802,0.7024845,0.7786497,0.5676699,1.6430579,1.1964633,4.1620821,3.4836019,9.2308386,9.5534989,20.4293162,26.7140737,17.5503458,21.795341,19.286535,17.6784291,49.8034687,42.2219365,32.5923107
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BY","Belarus","in % of total","-","National Bank of Kazakhstan, wiiw",0.0051288,0.0042768,0.0036083,0.0022719,0.0054048,0.0028678,0.0083108,0.0055827,0.0125039,0.0118602,0.0226351,0.0251604,0.0160193,0.0175841,0.015647,0.0135454,0.0373374,0.0342137,0.0242374
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BE","Belgium","EUR m","-","National Bank of Kazakhstan",30.2691557,32.0654433,31.6221115,28.2254308,28.7398781,73.5602303,63.5597549,185.06352,211.1620094,368.1475935,499.0732568,611.2657885,276.4392225,307.3557272,348.1692695,403.5993149,388.0619756,458.2026843,605.4021618
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BE","Belgium","in % of total","-","National Bank of Kazakhstan, wiiw",0.2150839,0.1952182,0.1465395,0.1129643,0.0945391,0.1763169,0.1269158,0.2965776,0.2860349,0.4570381,0.5529579,0.575715,0.2523234,0.2479699,0.2824662,0.3092422,0.2909277,0.3712956,0.4502099
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BZ","Belize","EUR m","-","National Bank of Kazakhstan",7.1041733,12.0046302,35.3754728,30.9839876,37.3267306,16.8897082,12.537131,24.4191886,18.588551,21.9381663,17.6736681,18.51078,18.8228806,20.8050618,17.9823827,18.5344999,17.5655978,18.9081891,16.5931757
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BZ","Belize","in % of total","-","National Bank of Kazakhstan, wiiw",0.0504802,0.0730856,0.1639329,0.1240046,0.1227853,0.040483,0.0250341,0.0391335,0.0251796,0.0272352,0.0195819,0.0174342,0.0171808,0.0167852,0.0145889,0.0142013,0.0131688,0.0153219,0.0123396
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BM","Bermuda","EUR m","-","National Bank of Kazakhstan",2.1469359,72.648786,144.0577836,138.1641754,135.3184317,143.8823066,240.6744379,324.2883051,359.3528654,426.0298482,440.9305763,535.1315951,795.3353317,231.9458502,239.7167694,239.3168045,232.1708397,449.6581786,364.0021368
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BM","Bermuda","in % of total","-","National Bank of Kazakhstan, wiiw",0.0152555,0.4422943,0.667576,0.5529628,0.4451265,0.3448722,0.4805773,0.5196954,0.4867706,0.5288962,0.4885376,0.5040087,0.7259523,0.1871304,0.1944798,0.1833671,0.1740571,0.3643717,0.2706918
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BG","Bulgaria","EUR m","-","National Bank of Kazakhstan",0.8090019,0.7729531,1.343255,1.0342688,1.1542311,0.6855106,0.6670763,1.7636962,2.2674814,8.6652743,10.2782745,7.8578827,6.4771289,6.7513126,6.6724656,6.1289068,7.2375085,5.6029104,7.2829567
"FDI by partner","KZ","Kazakhstan","FDI inward stock","BG","Bulgaria","in % of total","-","National Bank of Kazakhstan, wiiw",0.0057485,0.0047058,0.0062248,0.0041394,0.0037968,0.0016431,0.001332,0.0028265,0.0030715,0.0107575,0.011388,0.0074009,0.0059121,0.0054469,0.0054133,0.004696,0.0054259,0.0045402,0.005416
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CA","Canada","EUR m","-","National Bank of Kazakhstan",42.9307163,208.4184077,-77.339974,58.5665151,-223.374064,849.0069516,1213.1727044,969.5013594,1097.5259799,1236.9185676,1341.7442946,996.4451631,666.787923,548.2241002,872.2080018,875.7472481,945.3064949,757.3678185,622.6706255
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CA","Canada","in % of total","-","National Bank of Kazakhstan, wiiw",0.3050533,1.2688757,-0.3584,0.2343958,-0.7347833,2.0349891,2.4224563,1.5536957,1.4866817,1.5355767,1.4866116,0.9384925,0.6086191,0.4422988,0.7076134,0.671007,0.7086905,0.6137182,0.4630517
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KY","Cayman Islands","EUR m","-","National Bank of Kazakhstan",115.9721488,73.3857708,258.5420462,221.0850227,200.3119395,204.0658937,15.7505288,296.1567474,57.5117143,59.8696477,84.4750978,60.1257667,14.7953004,.,78.9582075,75.5598288,55.578348,316.4654095,320.9745785
"FDI by partner","KZ","Kazakhstan","FDI inward stock","KY","Cayman Islands","in % of total","-","National Bank of Kazakhstan, wiiw",0.8240646,0.4467812,1.1981057,0.8848299,0.658921,0.4891266,0.0314506,0.4746125,0.077904,0.0743254,0.0935958,0.0566289,0.0135046,.,0.064058,0.0578948,0.0416667,0.2564416,0.2386941
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CN","China","EUR m","-","National Bank of Kazakhstan",460.5973737,647.1034444,821.3296752,896.2049246,1002.3341848,1325.5364388,1484.6964587,2289.7041858,2700.8550353,3399.5245422,4124.2838631,3353.6916612,2601.9865989,3348.6941341,7859.838388,7381.2631318,6830.9678248,4844.160686,4831.3921347
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CN","China","in % of total","-","National Bank of Kazakhstan, wiiw",3.2728718,3.9396417,3.8061112,3.5868051,3.2971527,3.177185,2.9646334,3.6694158,3.6585119,4.220351,4.5695804,3.1586431,2.374996,2.7016753,6.3766062,5.6556037,5.1211346,3.925371,3.5928856
"FDI by partner","KZ","Kazakhstan","FDI inward stock","HR","Croatia","EUR m","-","National Bank of Kazakhstan",.,.,.,.,.,.,.,.,.,.,.,.,0.0363897,0.1344674,0.2159644,0.2288686,0.3082919,0.3688993,0.4126373
"FDI by partner","KZ","Kazakhstan","FDI inward stock","HR","Croatia","in % of total","-","National Bank of Kazakhstan, wiiw",.,.,.,.,.,.,.,.,.,.,.,.,3.32E-5,0.0001085,0.0001752,0.0001754,0.0002311,0.0002989,0.0003069
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CY","Cyprus","EUR m","-","National Bank of Kazakhstan",50.925512,50.73083,87.1607358,116.2864648,149.91574,190.5570954,307.2335965,366.8812652,526.4022659,663.590356,1123.8810769,1391.8206195,224.3208544,342.0124919,310.6430416,287.0162965,450.0430938,587.3566521,984.9226842
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CY","Cyprus","in % of total","-","National Bank of Kazakhstan, wiiw",0.361862,0.3088552,0.4039102,0.4654035,0.493144,0.4567473,0.6134823,0.5879536,0.7130516,0.8238164,1.2452259,1.3108732,0.2047517,0.2759305,0.2520215,0.219915,0.3373945,0.475953,0.732442
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CZ","Czechia","EUR m","-","National Bank of Kazakhstan",5.2541115,3.0602484,2.1657249,7.0628171,7.1115092,33.3129865,26.6942048,43.0927747,73.4769185,120.3329517,24.2515106,20.7399897,20.4061322,25.7429526,28.9788339,32.5665398,41.9312913,41.2599026,62.7596888
"FDI by partner","KZ","Kazakhstan","FDI inward stock","CZ","Czechia","in % of total","-","National Bank of Kazakhstan, wiiw",0.0373342,0.0186312,0.0100362,0.0282669,0.0233931,0.0798481,0.0533028,0.0690593,0.09953,0.1493877,0.0268699,0.0195338,0.018626,0.020769,0.0235102,0.0249528,0.0314356,0.0334342,0.0466715
"FDI by partner","KZ","Kazakhstan","FDI inward stock","DK","Denmark","EUR m","-","National Bank of Kazakhstan",0.3952987,0.4910785,0.6834252,0.5980673,2.2641474,1.9413376,3.0809585,3.2623849,0.5995558,1.2144342,1.8857506,10.7173693,7.7314153,2.3714227,-4.000462,-3.1741949,-5.1018914,-3.6934903,17.7306733
"FDI by partner","KZ","Kazakhstan","FDI inward stock","DK","Denmark","in % of total","-","National Bank of Kazakhstan, wiiw",0.0028089,0.0029897,0.0031671,0.0023936,0.0074479,0.0046532,0.006152,0.0052282,0.0008121,0.0015077,0.0020894,0.0100941,0.0070569,0.0019132,-0.0032455,-0.0024321,-0.0038249,-0.0029929,0.0131855
"FDI by partner","KZ","Kazakhstan","FDI inward stock","EE","Estonia","EUR m","-","National Bank of Kazakhstan",1.7396342,0.9784867,0.7213465,0.6778602,4.1137807,4.7632383,6.4177341,6.7399467,3.495217,22.644075,0.1190582,6.1137649,14.6492857,4.784527,8.2288992,12.167747,15.8301728,19.4657259,21.6607827
"FDI by partner","KZ","Kazakhstan","FDI inward stock","EE","Estonia","in % of total","-","National Bank of Kazakhstan, wiiw",0.0123613,0.0059571,0.0033428,0.0027129,0.0135322,0.011417,0.0128149,0.0108012,0.0047345,0.0281116,0.0001319,0.0057582,0.0133713,0.0038601,0.006676,0.0093231,0.0118678,0.0157737,0.0161081
"FDI by partner","KZ","Kazakhstan","FDI inward stock","FI","Finland","EUR m","-","National Bank of Kazakhstan",1.3411348,0.982891,0.8519641,1.1459789,2.2505121,4.5441576,5.4906583,5.8143083,30.6964839,32.678978,37.0542109,7.8434406,35.8021312,32.9677474,18.4752114,22.6355946,26.0581828,20.8848488,22.9308637
"FDI by partner","KZ","Kazakhstan","FDI inward stock","FI","Finland","in % of total","-","National Bank of Kazakhstan, wiiw",0.0095297,0.005984,0.0039481,0.0045865,0.007403,0.0108919,0.0109637,0.0093178,0.0415807,0.0405694,0.0410549,0.0073873,0.0326788,0.0265979,0.0149887,0.0173436,0.0195357,0.0169236,0.0170526
"FDI by partner","KZ","Kazakhstan","FDI inward stock","FR","France","EUR m","-","National Bank of Kazakhstan",365.7120886,522.2293055,1252.1538722,1731.9032252,2221.5070173,3030.9036796,3564.6640663,4748.1244819,5744.035551,6246.6615759,6620.9102079,9309.7133548,11042.7865354,12428.3692367,11129.4998913,11555.1247682,11895.4864836,10914.1391097,11651.8789306
"FDI by partner","KZ","Kazakhstan","FDI inward stock","FR","France","in % of total","-","National Bank of Kazakhstan, wiiw",2.5986444,3.1793933,5.802587,6.9314497,7.3075907,7.2647884,7.1179008,7.6092113,7.7807295,7.7549387,7.335766,8.7682663,10.0794424,10.0270185,9.0292491,8.8536617,8.917973,8.8440596,8.6649701
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GE","Georgia","EUR m","-","National Bank of Kazakhstan",0.0008002,0.000734,0.0008427,0.0015199,0.0020453,0.0028268,0.0083646,0.1306162,0.1353836,0.1295798,1.5091126,34.5876061,68.2023124,34.9076081,78.5835571,76.6441268,243.5495784,235.3651103,222.1867852
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GE","Georgia","in % of total","-","National Bank of Kazakhstan, wiiw",5.7E-6,4.5E-6,3.9E-6,6.1E-6,6.7E-6,6.8E-6,1.67E-5,0.0002093,0.0001834,0.0001609,0.0016721,0.032576,0.0622525,0.0281629,0.063754,0.0587256,0.1825876,0.1907235,0.1652302
"FDI by partner","KZ","Kazakhstan","FDI inward stock","DE","Germany","EUR m","-","National Bank of Kazakhstan",187.6148322,199.7456239,248.2738136,272.9861656,302.0179061,420.0052544,493.0363035,584.9582175,538.2309218,691.2232544,787.0522809,303.4279437,343.4605987,391.7017758,460.3632451,871.4974996,751.7774484,1087.080364,856.2610686
"FDI by partner","KZ","Kazakhstan","FDI inward stock","DE","Germany","in % of total","-","National Bank of Kazakhstan, wiiw",1.3331368,1.2160748,1.1505219,1.0925494,0.9934802,1.0067127,0.9844921,0.9374377,0.7290744,0.8581214,0.8720299,0.2857808,0.313498,0.316019,0.373488,0.6677508,0.5636029,0.8808944,0.6367622
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GI","Gibraltar","EUR m","-","National Bank of Kazakhstan",16.3112716,13.620271,29.3400947,48.5217209,79.9310177,175.277277,175.366483,44.8934662,38.5394475,37.147222,29.269561,74.8544244,6.6254659,4.5954512,3.505957,2.5550957,1.6056264,1.4101647,0.2991133
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GI","Gibraltar","in % of total","-","National Bank of Kazakhstan, wiiw",0.1159032,0.0829218,0.1359645,0.1941944,0.262931,0.420123,0.3501708,0.071945,0.0522046,0.0461165,0.0324298,0.0705009,0.0060475,0.0037075,0.0028443,0.0019577,0.0012037,0.0011427,0.0002224
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GR","Greece","EUR m","-","National Bank of Kazakhstan",0.2128531,0.2143422,0.1044941,0.0068394,0.0068177,.,0.0062734,0.000755,0.0007736,0.0015067,0.0021823,0.0022181,-0.0017371,0.0067814,0.0050289,2.2691558,3.4724574,3.3363029,5.5742058
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GR","Greece","in % of total","-","National Bank of Kazakhstan, wiiw",0.0015125,0.0013049,0.0004842,2.74E-5,2.24E-5,.,1.25E-5,1.2E-6,1.0E-6,1.9E-6,2.4E-6,2.1E-6,-1.6E-6,5.5E-6,4.1E-6,0.0017387,0.0026033,0.0027035,0.0041453
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GG","Guernsey","EUR m","-","National Bank of Kazakhstan",.,26.1321287,29.9999245,27.1721637,27.147271,0.672083,99.2075597,243.2352927,333.6145146,276.1572158,500.1118417,567.407693,493.7875436,75.831181,43.3496534,9.0897399,11.6356121,32.331343,28.6302811
"FDI by partner","KZ","Kazakhstan","FDI inward stock","GG","Guernsey","in % of total","-","National Bank of Kazakhstan, wiiw",.,0.1590955,0.1390222,0.1087489,0.0893003,0.0016109,0.1980971,0.3898021,0.451906,0.3428363,0.5541086,0.5344076,0.4507108,0.0611794,0.0351691,0.0069647,0.0087231,0.0261991,0.021291
"FDI by partner","KZ","Kazakhstan","FDI inward stock","HK","Hong Kong","EUR m","-","National Bank of Kazakhstan",2.36379,4.9629023,30.9024503,6.5741802,5.2584671,7.334963,6.5202003,14.2258403,21.5515171,31.8216417,54.2880188,518.4089821,684.8069131,715.2134167,3999.1570248,3719.5984988,2475.8941218,3087.0683177,3241.4506227
"FDI by partner","KZ","Kazakhstan","FDI inward stock","HK","Hong Kong","in % of total","-","National Bank of Kazakhstan, wiiw",0.0167964,0.0302147,0.1432046,0.0263113,0.0172976,0.0175812,0.0130195,0.0227979,0.0291932,0.0395051,0.0601495,0.4882586,0.6250661,0.5770233,3.2444751,2.8499967,1.8561626,2.5015455,2.4105188
"FDI by partner","KZ","Kazakhstan","FDI inward stock","HU","Hungary","EUR m","-","National Bank of Kazakhstan",2.7462855,3.2305477,3.5780809,4.4425682,3.9283401,2.1844465,4.9100162,4.5783619,4.8885073,3.6425493,72.2997286,25.4731375,27.9365223,38.010243,35.6965592,48.4961012,41.7157462,97.8745179,68.062206
"FDI by partner","KZ","Kazakhstan","FDI inward stock","HU","Hungary","in % of total","-","National Bank of Kazakhstan, wiiw",0.0195143,0.019668,0.0165811,0.0177801,0.0129222,0.0052359,0.0098043,0.0073372,0.0066219,0.0045221,0.0801059,0.0239916,0.0254994,0.0306661,0.0289603,0.0371582,0.031274,0.0793107,0.0506148
"FDI by partner","KZ","Kazakhstan","FDI inward stock","IS","Iceland","EUR m","-","National Bank of Kazakhstan",.,0.9946358,1.9457816,0.2112614,-0.0552231,0.1964659,0.1937797,0.2098919,0.2150665,-0.0308882,0.0002182,0.0002465,0.1884268,0.7135711,0.8004277,0.727529,0.740392,0.6358783,1.2186653
